,Id,ProductId,Summary,Text
8155,8156,B000A3TVBQ,Royal Canin--Not the crown jewels of dog food,"I tried this pricey dog food for my Australian shepherd on the advice of a friend who has a  small dog does that does very well on one of their foods geared for toy dogs.  First of all, making a decision on what food to buy is confusing.  They have many breed specific foods and to look at all the bags is exhausting.  With the help of a sales clerk I picked the Medium Breed adult. My dog, at first did like the food very much but I felt he was overwhelmed by the amount of food I had to feed to maintain his caloric need and gradually he lost interest in eating it.  The ingredients list was pretty standard but did have nice levels of antioxidants and omega oils.  Certainly this was not worth the price tag."
8156,8157,B001IZA8S0,Great tasting tea.,"We usually have fresh lemon grass tea at our local Zen center. It is extremely easy to make, put a few blades of lemon grass in a pot to steep and you will get a fantastic tasting tea.<br /><br />This tea is here is a fine replacement for when you cannot get fresh lemon grass. Lemon grass has many health benefits. It is said to detoxify the liver and can lower uric acid levels, this is important if you have gout.<br /><br />Because you get such a large quantity here on Amazon it should last you quite a while. Caffeine free and light it makes a very refreshing afternoon tea.<br /><br />Give it a try!<br /><br />Thank you for reading my review."
8160,8161,B001HTR4WA,Ridiculously Expensive!!,"A pack of 18 on any of Horizon's flavors, cost about $15.00 this is RIDICULOUSLY EXPENSIVE!! But the product itself is EXCELLENT!!"
8166,8167,B007XJRB8U,blue zots,I still like cherry the best but the blue zotz are good. The turn your tounge blue so watch out for that.
8167,8168,B000E1588O,EXCELLENT Herbal Tea!,"I love this product. Tazo has produced a mild, yet sweet and spicy tea that I can only call magic. Sweet Cinnamon Spice has a flavor all on it's own, and I highly recommend it for adventurous spice tea drinkers looking for that perfect balance."
8177,8178,B001F9CRJC,Pigs ear slices,Our small family member loves these slivers every morning. He sits and waits to get one. These are just the right size for him. Thank you for giving us a great produce. Will order again.
8178,8179,B000LKXJV6,"delicious canned pink salmon ,no salt is good for health","I ordered it 2 times and never had a problem like the reviewer above and I gonna compare it with my fav brand"" Crown Prince"" later then i 'll order it again . Delicious for making ""A TROPICAL FISH SOUP"" and more."
8180,8181,B002X4HNQU,no smell extract,"I purchased this product to lure black bear to the bait pile. The product has no sweet smell as one would expect. I have asked for a refund or exchange from the supplier, no response."
8181,8182,B000G7M4U6,Great Deal,Ordered these seeds for a recipe that I got from my grandmother. Seeds came very quickly and well packaged. Much cheaper than buying all those small bottles at the grocery store. Would definatly use this company again.
8182,8183,B000RY8Z88,Amazing stuff!,"I grew up in upstate NY where this stuff was born. It is pretty much a regional favorite that just hasn't caught on yet - and aside from here, upstate NY is the only place to get it. What you do is use the Spiedie sauce to marinate cubes of chicken overnight, then just grill them up, slide 'em on a soft italian roll and add some mayo. Bam! Good eats! I use this stuff at home in the DC area and I would highly recommend the marinade to anyone looking for a something different in their chicken!"
8184,8185,B0001GV57U,Two Favorite Food Groups,"I love chipotle. Back here in MA when I live now, it was years before you could find any products with chipotle. Things are better now, but I still have to fetch chipotle things in CA. And I was so ticked off when TSA would not let me take this stuff on the plane. So I have been forced to order this stuff online for years. Of all my sauces though this one is my go to favorite. And it is the roasted garlic-it is a real sauce changer. It adds a complexity to the sauce that is really just different. But I love roasted garlic too. So the best of two worlds combined. I keep other hot sauces around for different ethnic foods, but when I eat hummus (which is a lot) this is the one I reach for in the fridge."
8185,8186,B0032GRU16,Good Energy,"This energy drink has worked for me. I drink one in the morning for my drive to work, and one before I work out at night. Grape is OK, fruit punch is better."
8186,8187,B001EX9LGQ,Crack for Kitties,Our cats just love this stuff.  They eat the Ultra Premium dry food and Ocean Fish canned food.  We've given them some of the other formulas and they'd slowly eat them but they won't leave the Ocean Fish alone.
8188,8189,B001E0SCFU,Very good snack,"Tried this for the first time last night and really liked it , it had a great taste . Good for when you want something but do not want to ruin your diet . bought them in the grocer for 7.99 . I thought that was expensive ..Hopefully i can find them cheaper elsewhere"
8189,8190,B000FFILBA,Tastes more like a green than an oolong,"Not bad.  This tea does not taste like an oolong tea.  I'm sure if they say it's oolong, then it probably is an oolong, but it really tastes more like a green tea.  It's also very mildly flavored.  I find it benefits from a longer brew time than recommended.  There's certainly no bitterness upon over brewing this tea as there would be with a black tea, and the slight floral flavor and fragrance seems to be enhanced rather than harmed by this.  The flower bloom is durable: I put an unfinished pot in the refrigerator overnight to try it as iced tea, and the flower survived perfectly well without disintegrating.  If anything, the tea benefited from the additional overnight brew.  Served cold, the flavor comes out even more if you're partial to iced tea.<br /><br />The flower arrangement upon brewing is pretty--nowhere near as pretty or as perfect as the pictures that Numi shows on their website, and it's as likely to bloom lopsided as it is to flower right side up.  Some of them even bloom upside down.  Don't expect perfection and you'll be pleased with it."
8190,8191,B002EPWH96,Perfect for so many things,"A classic Pasta Amatriciana requires this beautiful and mild form of bacon, and as with every other product I have purchased from them, La Quercia has nailed Guanciale.<br /><br />A little guanciale, rendered a bit but still tender, some diced tomatoes, a little peccorino romano, a pinch of crushed red pepper, and you are done.  The guanciale is the star, and this guanciale really stands up.  Served with bucatini pasta, and you might as well be in Rome."
8191,8192,B000LKZ84W,Silken tofu,"Silken tofu is so versatile: creamy salad dressing, sauce, etc.  So glad I purchased it at Amazon.  The price was excellent, packing fine and delivery quick."
8200,8201,B004MSNXSM,Mini is not mini,When I read the description of this it said mini - these are regular size.  Tastes great but my 86 year old mom wants the mini ones and I have not been able to find the smaller dine size ones.
8201,8202,B003ALJTNU,Hands-Down Favorite Treats,"Our two Shih Tzu pups love Ziggies more than any other treat. We have given them Ziggies from the time we brought them home four years ago and truly, nothing makes them happier than when they hear the wrappers crinkle on these treats.  We give them these special treats when we leave for work in the morning and/or before we head out for a while in the evening.  Often we just split one treat in half to share between the two.  Ziggies aren't always readily available to order in the bulk cube and we've gone to great lengths to find them to keep our pups happy and in constant supply because they really bring joy to their little faces.<br /><br />You can use them to stuff into the rubber Kong things but we don't use them that way - we did when they were little but stopped bothering after a few weeks."
8205,8206,B004T72GUC,Excellent Gift Set of Fine Green Tea,"I've been a connoisseur of fine tea for many years.  Yet, I can no longer afford to frequent the fine tea rooms and tea stores that I used to, which offered my favorite varieties and international brands.  Subsequently, I've had to settle for lessor quality brands sold in most major supermarkets.<br /><br />Knowing how much I enjoy superior tea, my daughter-in-law chose Bentley's Finest Royal Green Tea Collection Gift Set as a holiday gift.  I could not have been more pleased!  *I regret that I delayed writing this review. Yet, with Mother's Day approaching, I'm hoping for another gift set.<br /><br />Bentley's Royal Green Tea is a superb collection of fine tea which is equal in quality and taste to some of the world's best green tea I've enjoyed.  This elegantly wrapped gift-set offers 6 varieties of special blends of green tea and fruit blends, from exotic fruits to popular favorites, such as Mango or Raspberry.<br /><br />Each teabag is securely sealed in a beautifully designed packet, with an elegant artistic image representing the fruit which flavors that teabag.  Bentley's goes further by providing a sturdy wood-like case, designed with 6 separate sections, each section containing 6 teabags of one flavor.  This solid well-designed dark-green case holds a total of 36 individually wrapped tea bags in its six compartments; a case which aptly resembles a jewelry box for the true 'jewels' of exquisite fine teabags it holds.  Indeed, when you lift the firm lid on this elegant case of fine tea, you will know you have a treasure-chest of great varieties of fine green tea.<br /><br />I was especially impressed that each teabag was expertly measured and prepared to effect the perfect aroma and optimal taste for the average teacup.  No other green teabags comes close to the perfect brew one would expect from the finest loose tea sold in specialty tea stores and tea rooms.<br /><br />Whether you purchase Bentley's Finest Royal Green Tea Collection Gift Set as a gift, or for your personal use, you will not be disappointed by the suburb quality of this wonderful selection of fruit-flavored green tea.<br /><br />Maizie Lucille James<br />April 2, 2012"
8206,8207,B000BXUVYG,"Caused my normally ""iron"" kitty to vomit :(","My cat has an iron stomach. She can eat absolutely anything and everything and is always getting into my ""human"" food and has never thrown up. I gave her 2 of these treats and within 20 minutes, she was wheezing and throwing up all over my carpet. I didn't connect it at first but when I gave her the same treats the next day, exact same reaction!<br /><br />I have tried several different flavors of this same brand and she has had the same reaction! If you are trying these with your cat for the 1st time, only give them 1 of them and just wait to see how they react before you give them anymore."
8231,8232,B001EO64ZQ,Sugar Water?,"i've never written an amazon review before, but this product was so horrible i had to warn would be buyers; i can eat pretty much anything, but i had to empty out both bottles... it just tasted like colored sugar water (very thin), sickening sweet.. don't know if there was any onion flavoring.. the only reason i bought this is because i couldn't get ken's steakhouse vidalia onion dressing shipped in California.  So far, the worst product i have purchased on amazon.  Buyer beware, unless you like sugar water, then ""drink up""..blech."
8246,8247,B000E15DFM,Back to Nature Harvest Whole Wheats,"If you like Triscuit crackers, then this is the healthy version with the same great taste and texture. Amazingly there is not much of a price difference (12-9.5oz for 33.36 vs. 12-8.5 oz. for 29.83)to purchase the better quality cracker. If the coupon offer is in effect, then these crackers are also the price winner! The only disadvantage is since I think these are healthy, I eat more of them at one time than I would normally of the other brand. They are sooooo tasty w/ melted cheddar cheese on top or warmed crab dip. Enjoy!"
8260,8261,B0056GL0MA,WAY TWO  SWEET,"I WAS VERY EXCITED TO GET THIS THEN I HAD A CUP, I NEVER MADE IT THRU THE CUP...<br />IT IS SO SWEET IT IS SICKENING REALLY, NOW I HAVE TO FIND FAMILY TO PAWN THIS STUFF ONTO<br />AND CHRISTMAS IS A LONG WAY OFF...LOL"
8261,8262,B0047OYR8G,Excellent!,"My son has nut allergies and US made are not safe for him since early childhood...now 19...The British...Nestle Co. have made a treat for him...thrilled to have his favorite and in DARK, great...and quick service and delivery!"
8262,8263,B004W1HBZU,Top is loose and doesn't poor freely,"The O ring for the top does not seal properly with the pitcher and you have to tilt the pitcher more than other pitchers to get adequate flow.  This makes the top fall off and the potential for all the contents to spill out.  I just lift the top up a little when I poor to bypass this problem.  The glass is sturdy and the apparatus that holds it is sturdy.  I got some stuff in between the metal ring and glass, which looked terrible, but is easily disassembled to clean.  There is no stop for the screw so over tightening during reassembly could break the glass."
8263,8264,B000VK6NDC,"Good quality Pet food, PETA APPROVED!","My cats love the food, and it's on the HAPPY list of ""Companies that Don't Test on Animals"" linked through the PETA site, peta.org.  That is VERY reassuring."
8284,8285,B003VXFK44,Absolutely delicious coffee!,"I am a huge coffee drinker, and love the k-cups for making one cup quickly before leaving for work in the morning.  While there are many choices, I prefer a bold, strong coffee first thing in the morning.  Wolfgang Puck French Roast is absolutely delicious, strong and not at all bitter, and makes a great first cup of coffee.  I would highly recommend to all bold coffee drinkers!"
8739,8740,B000LKZ84C,"Great shelf life, very good for general use","I use this product frequently.  Like most tofu, you need to press it (between paper towels with a heavy skillet on top works fine) to get the excess water out.  The more water you can remove, the less you'll have to deal with sloppiness when cooking, something the previous reviewer did not like.<br /><br />As for a blank slate on taste, that's exactly what makes tofu great.  It will take on any flavor you want to impart.  Our most common marinade is placing the pressed, cubed tofu in a Ziploc with a mix of soy, honey, and lemon or lime juice.  A quick search online for a marinade will give you ideas (many also include minced garlic, ginger, etc).  You can also purchase a premade marinade, like a teriyaki sauce.  The more liquid the marinade (and the more water removed from pressing), the better it will penetrate the tofu.  Even a half hour in the bag works fine.<br /><br />We saute it right in the pan with the stir fry veggies (add tofu last--it just needs to get warm; or, for a firmer style, you can bake or ""brown"" it separately first) and pour in the remaining marinade as the final sauce (you can thicken with cornstarch if desired).  Handle the tofu cubes gently as they are not firm like most meats, but broken up pieces taste just fine too.<br /><br />Marinated tofu cubes also do well on kebabs with veggies on the grill.<br /><br />Plain tofu ""creams"" well and is often good in a dish that requires thickness.  We've made chocolate mousse with it as well as scrambling it like eggs.<br /><br />We have great success breading pressed cubes of this tofu just like you would the chicken in a General Tso recipe.  General Tso's Tofu is AWESOME.  The flavor comes from the sauce so you don't need to marinate first.<br /><br />Some people also freeze tofu--generally remove from packaging and press first--to give it a firmer consistency.<br /><br />Tofu is all about how you prepare it.  Most people will NOT like it plain, so don't expect to just dig a fork into it.<br /><br />This particluar product is great because of its all-purpose nature (firm is definitely better than soft for saute, etc) and its shelf life.  I would have given it five stars but the must-be-refrigerated versions packaged in fluid do seem to be firmer.  They don't last as long in the house, though, so this is a perfect choice to keep in the pantry (usually dated a few to several months out)."
8758,8759,B00469VTOW,"Taste like granola, not sugar","Even with the chocolate chunks, these bars taste far less sweeter than most granola bars out there and I really appreciated that.<br /><br />They have 110 calories each and 8 grams sugar which is less than Kudos Chocolate Chip (120 cal, 12 sugar) or a Cascadian Farms Chocolate Chip granola bar (140 cal, 10 sugar).  When I need a quick snack, I can eat one with a glass of sparkling water and I feel full until the next meal.  If I need a quick meal I eat one of these with two string cheeses, a large apple and water -- I can make it until dinner.<br /><br />I would recommend these to anyone looking for a tasty and quick snack."
8759,8760,B004CHDH3O,Delicious and sugar free.,"These tiny candies are as delicious as they are presentable. Every single kind of them tastes great! They are packaged well. When I am through the bag, I am ordering it again!!"
8760,8761,B003KSWEHG,Strong Green Tea,"This tea is strong and has a smoky flavor - you can feel the leafy greenness though. It's not very bitter. I think it's a bit expensive for it is - but I haven't found a replacement. I guess we're paying for the fancy packaging, which in my opinion is a real waste, especially when you go through 3-4 cups a day like I do. Ahmed's Gunpowder green tea is stronger and is pretty good, but is available for cheaper than Dilmah's in the local Indian stores."
8761,8762,B004OLUCAE,Disagreeable Taste,"Eye Bought This Product On A Recommendation. However, Eye Cannot Seem To Get Past The Strange Taste Yet.  Eye Will Keep Using It To See If This Will Pass Or If Eye Will Acquire A Liking To It.  The Package States No Bitter Taste.  If It Is A Sweetener, Why Should There Be Any Bitter Taste?"
8764,8765,B0036GG73Y,Cost too much,"Are these people crazy or can I not multiple properly? This is $43 for 24 small cups of peaches.  That works out to $7 for the 4 pack.  This 4 pack cost about $3.50 in a grocery store in the states but because I'm deployed I'm suppose to pay $7 for it?! Not happening. Netgrocer.com is $4.00; higher than a grocercy store, but cheaper than this!"
8765,8766,B005CM84XQ,Be cautious,Product has a shelf life of two years and was labeled as produced in December of 2009. Product leaked from seal in carton.
8766,8767,B000WS1AJA,Raspberry Dream Tea,"Take the warm scent of Italian Bergamot and blend it with natural raspberry flavor and swirl it into South Indian black tea and what you are creating is a raspberry dream of a tea. This tea, if made with powdered milk, honey or a packet of stevia becomes creamy.<br /><br />Top with vanilla whipped cream and you have a vanilla raspberry bergamot tea. This is the perfect for tea parties or sipping in the morning while enjoying a raspberry muffin.<br /><br />The people who pick the tea leaves are paid a fair wage and the positive energy really does come through in the flavor of the tea. The tea leaves are also organic.<br /><br />I think this is the most delicious tea I've ever tasted! Once you try this flavor, you will want to try all the flavors. I also love the Fireside Chai.<br /><br />~The Rebecca Review"
8767,8768,B008S5LR0G,Really Good Juice!,I love passion fruit juice and this is a very good product. Each bottle makes about a gallon. It is low in sugar and low on glycemic index. Has a lot of potassium and is a natural relaxer. Makes great cocktails too if it isn't relaxing enough for you straight up! Fast delivery and great product!
8768,8769,B000MGSJ5A,"Gluten free, vegan, kosher, and very concentrated.","O.k., so it's not officially kosher--but this is how you make gelatin without cow's hooves, for those of you who get grossed out by Jell-O if you think about it too much.<br /><br />Now foods is a company that sells gluten-free stuff, and this is no exception:  if you have celiac this won't make you sick.<br /><br />Even better, this is powdered agar agar, not flaked agar agar.  That means this will last for months, if not years--although it's also easy to use too much. 1 tablespoon of the flakes = 1/2 tsp of the powder.  The ratio most cooks call for is 1 cup liquid to 1 teaspoon flaked agar agar, which means 1/4 tsp of this powder to 1 cup liquid, with more added for more acidic things like orange juice.<br /><br />However, agar agar doesn't gel as well as Jell-o, so don't expect to get the same results that you would for Jell-o--for that, you need Jell-o or kosher gelatin.  (You can add more agar agar to add firmness; but then it starts to taste like what it is:  seaweed.)"
8779,8780,B004X8TE66,Better than Oreos,"We have been looking for a good chocolate sandwich cookie since Hydrox are no longer being made or sold, and Famous Amos fits the bill.  Much better than Oreos or other types, it is sweet, the chocolate is distinct and the filling is not too sweet as if it is made of only sugar.  The Amazon price is the best, subscribe and save is new and brings the price down to an irresistible buy, which is even more special since these cookies are not always at the grocery"
8780,8781,B00434FTDM,Pretty good chicken gumbo,"Progresso's chicken gumbo soup doesn't taste all that great when it comes out of the microwave (or off the stove, if that's your way), but it tastes pretty good. It has white meat chicken, kidney beans, okra, rice, celery, carrot, tomato, and red bell pepper in it, as you can see from the picture on the can. Check the picture I uploaded to see what the soup *actually* looks like in the bowl. The chicken was pretty firm and just right, in my bowl. The gumbo taste isn't bad. You won't feel like you're in Louisiana or Memphis while you're eating it (unless you're actually IN Louisiana or Memphis), but it has the distinctive gumbo taste and is really quite good compared to some of Progresso's other soups. My biggest complaint with this soup is that the green vegetables came out mushy, as they tend to with Progresso soups, I've found. The celery and okra were good, just very soft and mushy, which isn't really what I wanted. It did a pretty good job of filling me up, though, as they pack a whole lot into that can as always. Overall a good soup that I wouldn't mind buying more of if I see it on the shelves sometime."
8782,8783,B003G5CUOU,Addictive and tasty,"I am doing the ""subscribe and save"" thing with these crackers. I thought that it would take a while to get through the six boxes, but boy was I wrong. Already we're halfway through the boxes. Time to order more!"
8784,8785,B002RYVK24,Duck Rillettes - not much flavor,I bought duck rillettes from Amazon because my usual favorite duck rillette was not carried anymore by chefshop.com. I was expecting a really good rillette. Full flavored rillette. What I got was a rellette that lacked even flavor of duck and herbs/spices. The texture was good however. Tasted more like a pork rillette. I would not recommend Rouge Perigord Duck Rillettes.
8785,8786,B002P59VSA,Awesome,"I love this tea. I hated my friends asking me if I was pregnant. I decided to diet but wasn't easy. I was always hungry and at bedtime I couldn't help it and ended up with a plate of ice cream... no good. I decided to give this tea a try and I stopped feeling hungry all the time. The taste is great. I have lost ten pounds in almost two months. I walked al least an hour per day, I only have fruits and tea in the mornings, salad and protein for lunch and fresh smoothies without sugar for dinner. If I feel hungy I have a fruit or raw vegetable. I put chopped garlic on my salads, it gets rid of waste too. I dont diet on weekends but my stomach is smaller so I get full with less and less food. I am buying this for my sister It has been awesome for me. thanks!"
8790,8791,B000M5PP8U,A decent spice rub for red meats...,"As a spice mix fan, I make a point of trying multiple products on food - both fun and fattening in equal measure!  I've also highlighted what I think are the standout mixes in Chef Tom's line: <a href=""http://www.amazon.com/gp/product/B000M5TTHI"">Chef Tom Douglas Rub With Love Salmon Rub</a> and <a href=""http://www.amazon.com/gp/product/B000M5TTL4"">Chef Tom Douglas Rub With Love Chicken Rub</a>.<br /><br />That said, this mix is a delicious treat, but it doesn't hold the attention of the taste buds like the standouts.  The primary notes are supposedly ancho chiles and smoked paprika, but overall the tastes are muddled and don't provide a 'zing' to the dish.<br /><br />It's a very tasty addition on multiple items such as tri-tip and pot roast but not enough to justify the gourmet price.  It is also too heavy a mix to work well on chicken, fish, or to drizzle over a meat-pasta dish.<br /><br />Note: Surprisingly, the best pairings from Chef Tom for red meats are either the <a href=""http://www.amazon.com/gp/product/B000M5NKUK"">Chef Tom Douglas Rub With Love Pork Rub</a> or a generous portion of <a href=""http://www.amazon.com/gp/product/B000M5TTL4"">Chef Tom Douglas Rub With Love Chicken Rub</a>."
8795,8796,B0000GJ7CQ,Aguas Frescas,"This product is OK, I think it has too much sugar and the flavor is not that strong.<br />I enjoyed it, but did not meet my expectations."
8796,8797,B000ZILM3G,Great glass!  Great Tea!,"I was skeptical because I've seen mixed reviews on similar products like this.  But I'm glad I jumped in and decided to purchase it.  First of all the shipping was fast and it comes gift-wrapped free which is cool.  Second, the glass works great which is most important.  Its double-walled so when I poured my boiling hot water in the glass I had no problem carrying it from the kitchen to my bedroom and barely feeling any warmth.  The filter/strainer does exactly what its supposed to do which is keep the loose tea out of your mouth while you drink your tea.  This is the first time I've used something like this and it works perfectly for me.<br /><br />The blooming tea comes in three small containers.  I'm new to tea so I can't tell what kind it is...most likely some type of jasmine green tea because it smells good.  The first steeping is very mild but the second one the flavor really comes out.  Anyway I hope this helps people that are on the fence like I was about buying glasses like this.  This package is legit and well worth the price."
8800,8801,B00512X6V2,Best GF Pasta.,Just be aware that it's quite expensive for the amount that you're getting (less than a pound of pasta per package).
8801,8802,B001EO7JFU,"I just recieved the product (Oct. 20, 2009)","and the expiration date on top of the can says Jan.06,05. I cannot even return it since it is a grocery. Amazon, are you serious?"
8808,8809,B0028621BU,Overpriced - not 18lb bags!,"When I bought this food, I saw the image and price and assumed that I would be paying a fair price ($1 less per bag than the grocery store) for low grade cat food. The image and price combination led me to think that I would be paying $45 for 6 18lb+ bags - a good deal. When I received six 3.6lb bags, I thought there had been a mistake. Nope. So, I spend $40+ returning it (I bought three 6 packs - oops) and now Ozbo customer service tells me they take 2-3 weeks processing returns! My kitties need food now, and these people want to sit on my $180 for that long? DO NOT BUY FROM THESE SCAMMERS !!!"
8809,8810,B003QRGDV4,Great grain free food,"If you're looking for a great grain free alternative to beef or chicken, this is it. My two girls loved it. We used to put some in their Kongs, then put in dry food and then seal the end with more wet food and put it in the freezer so that dinner would become more of a challenge. The only con with this food is that it can be pricey, as are most Wellness products. You could probably get the same results you're looking for from a grain free food with something like Taste of the Wild, which is what we've gone to because of cost."
8810,8811,B001HTE3GK,The shipping cost is a joke.,"I'm on a low sodium diet and use this product regularly.  Think it is very good.  Try their salsa.  Couple of jars of this & a couple of jars of another pasta suace, spices, seasonings, etc.  However, the $44.00+ shipping cost is a major rip-off.  Try one of two or three sites on Google.  You will save $20.00 to $30.00 a case."
8811,8812,B00060PTLO,Low-cost Latte,Medaglia D'Oro Instant Espresso Coffee is by far the best way to make a latte in the comfort of your home and it's also the cheapest!  I use it to make an awesome vanilla latte - just put two (2) spoonfuls of the Medaglia D'Oro espresso in a coffee cup and add about 2 shots of hot water and mix.  Place a shot of vanilla syrup in a tall glass(more or less according to individual taste). Next add enough cubed [not crushed]ice to fill the glass 2/3rds of the way up.  Then fill the glass with enough cold milk to cover the ice.  Pout the hot coffee mix over the milk and ice and stir vigorously until mixed.  Add more ice as needed and then pour enough half and half to color the coffee mix to a yummy caramel color.  Delicious and cheaper than the espresso stands (once you have the ingredients on hand).  Medaglio is also great in recipes that call for instant espresso.  Not all stores carry this product so I order from Gristedes through Amazon.com.
8844,8845,B00465VT3M,French Roast Coffee,"Love this coffee, good flavor. The large quantity lasts longer then the smaller boxes so I don't have to order as frequently. It did ship quickly too :) I would order again!"
8845,8846,B003LUZ07O,a wonderful treat for the pups,"these arrived very quickly & i was excited to see how the pups would like them.  i like that there are so many in the package.  i've always held in high regard anything rawhide & sweet potato so this was a no brainer....our pups love both!  these sticks are the best!  they incorporate chewing, gnawing, flavor & fun.  i definitely would buy these again."
8846,8847,B002SRUYL8,Mediocre,Not quiet what I was expecting.  The cherries were dried and could not taste the brandy.  The dark chocolate was good but too crunchy.
8847,8848,B0048IAKP0,Awesome,Gravy could be a little thicker but the taste is great. The price isn't bad either. Makes great sailsbury steaks and stroganof.
8849,8850,B003639FQ8,Great Sauce,This sauce has one of the best flavors I've ever tasted.  There's a good balance between spice and garlic.  It has decent heat and tastes good on a lot of things.  I'm not a big fan of most Habanero sauces due to the extra bitterness of the pepper but this sauce blends everything perfectly.
8850,8851,B00125NM8Y,"Roses Lime Juice the ""Original""","Roses Lime Juice has that lime flavor that the knock-offs do not have.  Roses has just the right amount of sugar so that it's not too sweet. Great for making any kind of gimlet...vodka, gin or even tequila (my favorite).  Since liquor is expensive don't settle for less than the ""Original"" !"
8851,8852,B000UJ88LO,"Good, but not great","I purchased this as a gamble, because there was NO product information listed, so I had no idea how much I was getting or exactly what was in it.  I was disappointed that the  ""large"" tin, was not all that large.  It was a round tin, approximately 4 inches tall, and maybe 7 or 8 inches across.  I was hoping that Large, especially for the price, would be one of the large and tall tins.  It's difficult to tell from the picture.  The product itself was good, but for the price, I was expecting more.  I'd probably buy from them again."
8852,8853,B001QDD2IM,"Not real wasabi, but butter than what's available.","This is the best of the ready-made kinds.  In my experience, the powdered kinds are truly awful.  The other ready-made brands taste like pure yellow mustard. This one is made with horseradish and no real wasabi, but it works well with sushi.<br /><br />It also makes a great cocktail sauce for shrimp when mixed with plain old Ketchup and a pinch of Old Bay Seafood Seasoning."
8854,8855,B002HG6Z8Q,"Good, but no comparison to other WOW's!","I am on a gluten free diet but even before I learned I was sensitive, I LOVED some of the WOW cookies. My two favorites are the ginger and the oatmeal which I would rate 5 star because both are fantastic! Who doesn't love chocolate chip  cookies....right? I know I always have but the texture and flavor of the WOW chocolate chip cookies is just ok in my opinion and my daughter and husband both agree although they are my granddaughter's favorite and I'm pretty sure if she was over 13 (she's 6) she would do her own review and it would be 5 star!"
8858,8859,B00180O980,Economical and my cat loves it,"Cats are finicky animals and what one loves another won't touch - that is not a reflection on the food itself. I have two Burmese and their eating habits are very different. My local Pet Nutrition Center kindly gave me a sample of Prowl the other day and while my one cat absolutely loves it, the other won't touch it. That's why samples are nice. Both of my cats have been on Evo kibble, but this one cat who now loves the Prowl, has a habit of throwing up and I'm on the prowl myself for an alternative food that will help her keep food down. So far, no barf. She also laps it up as soon as I've added warm water - no waiting. I highly recommend you obtain a sample and let the cat decide, as the food is economical as well as healthy."
8860,8861,B001QW6LMW,Dog Approved,My dogs absolutely love this. I have been looking for a natural healthy food to store in my camper in case of emergency. Last year with all the wildfires I decided to load my camper as a quick bug out vehicle for me and my three dogs. I have been vacum sealing thier dry blue buffalo kibble but it takes up a lot of room. I read a review about this dehydrated dog food from a person takes thier dog camping all time and this was the perfect solution for them and decided to give it a try. My dogs let me know its supper time when I get home now because they are all about this food.
8866,8867,B001EQ5EQE,The best decaf ever,"This is really the best decaf I have tried... It is hard to find any better than the italian decafs like this one or Illy. Unless of course you are the average local coffee drinker used to embarassments like Folgers or accustomized to all the overburned and stinking like charcoal brands named for an unknown reason French Roast, Italian Roast etc... (believe me, they have nothing to do with French or Italian coffee). Not to mention the local decafs which taste more like tea made out of burned wood shavings..."
8898,8899,B0092X7OGY,The black bean rules!,"The Jelly Belly people actually put real licorice in these jelly beans. There is usually only one of the licorice beans in a bag of assorted beans, so if you love licorice, you can buy them solo. These are authentic tasting and really good. You can't beat Jelly Belly for flavor."
8902,8903,B0054TWR9O,Great for busy families,"I have 3 children under the age of 8 and work fulltime, so we are always on the go.  The Happymorning product line has helped us immensely, not just in the mornings, but for afternoon snacks as well.  It is an easy way for my kids to grab a healthy snack while completing homework before we rush out the door to afternoon practices.  It is also an easy snack to toss in their lunchboxes and I do not have to worry about what they are eating while at school because they are not going to trade away their favorite snack! The Super Banana in particular is my childrens' favorite - they often fight over the last one!"
8904,8905,B0043P126O,Perfect fo my little dog,"These treats are perfect for my little dog.  I tried the assorted flavors, and it was too much for his sensitive stomach.  The plan treats are perfect.  He's only 10-11 lbs, so these small treats are just right for his size.  I used to run out before I'd remember to buy more, so I am doing Amazon's subscribe and save.  No more worries about running out."
8907,8908,B009D668KS,real Diet Dr. Pepper,"My package was mailed out 1st and received on the 3rd in perfect condition. The tap fit the BIB with no trouble or leaks and is very easy to operate. I had a few questions; I emailed and received answers fast by the owner. The 1 gallon box of syrup is much smaller than I thought it would be, about the size of a medium cheese cake box. What I do is drain syrup into a washed out Sodastream container and store it in the fridge. The Sodastream syrup cap has 3 circles in it, bottom, second and top. The top circle is 2 oz. so you would fill it to that 3 times just remember after carbonating you water you remove 4 oz of water or the 1 liter bottle will over flow when adding the 6 oz. of syrup. 1 gallon BIBs are a good way to test if this is right for you before paying high price for the 5 gallon BIBs."
8908,8909,B000S9K0IA,my cats love this product,It is not cheap... probably a little overpriced... but very high quality ingredients. NO meat by products
8910,8911,B000PIQ1HS,One dominant flavor that didn't work for me personally,"I would not buy this particular Yogi Tea again because I hate the taste of licorice/anise.  The flavor of the licorice and fennel seed is very dominant, making it a sort of sickly sweet flavor which wasn't what I was hoping for with my burning throat.  I think a better blend would be something with more ""heat"" like ginger, which is why I usually drink Yogi's Cold Season instead, for the same purpose.<br /><br />With a sore throat, its reasonable to suffer through a yucky flavor if it makes a discernible difference but this tea didn't do that."
